80.04
92
240.58
253.71
357.8
500.78
529.25
573.38
597.36
634.75
645.57
652
686.76
749.28
871.99
915
935.21
1050.41
1151.4
1231
1248.76
1266.5
1284.57
1303.38
1323.29
1325.25
1340.45
1434.93
1693.81
1737
2093.25
2141.2
2145
2338.73
2347.92
2385.17
2397
2429.49
2477.66
2495.82
2549
2607.04
2630.96
2756.62
3306.16
3409.18
3754.68
3822.26
4140.55
4204.09
4472
4582.08
4848.85
6738.31
7427.1
7576.47
8038
8474.06
8811.65
9019.46
9080.68
9891
10344.18
10437.83
10527.5
10630.66
11127.36
12212.48
13057.2
13280.72
13320.49
14206.92
14762.08
16924.84
18384.49
19270.86
20019.29
21169.95
21441.97
23059.71
23165.09
26246.4
36020.89
37229.64
41578.07
54138.48
