 8  37.12611  -122.12111
 8  37.10638  -122.10500
 8  36.98833  -121.80500
 8  37.10833  -121.95216
 8  36.85250  -121.40056
 8  37.11667  -121.96533
 8  37.10550  -122.05167
 8  37.22666  -121.97361
 8  37.06333  -122.03667
 8  37.15667  -121.98500
 8  37.12833  -121.95333
 8  37.10167  -121.94000
 8  37.10667  -121.93167
 8  37.10833  -121.94583
 8  37.11333  -121.95000
 8  37.77500  -122.41833
 8  36.98750  -122.02000
 8  36.97416  -122.02972
 8  37.07500  -122.01333
 8  37.07500  -121.95600
 8  37.06500  -122.00667
 8  36.98804  -121.95556
 8  36.91027  -121.75584
 8  37.09200  -122.04250
 7  37.76527  -122.24055
 7  37.78500  -122.30167
 7  37.16083  -121.96778
 7  36.97721  -121.89833
 7  36.99167  -121.91333
 7  36.88861  -121.64194
 7  37.52028  -122.27472
 7  37.08916  -122.08528
 7  37.68082  -122.39889
 7  37.58416  -122.36500
 7  37.28722  -121.94889
 7  36.97527  -121.95222
 7  37.69416  -122.08528
 7  36.76583  -121.75694
 7  37.16250  -121.97972
 7  37.01166  -122.19083
 7  37.46900  -122.14000
 7  37.83139  -122.28416
 7  37.05138  -122.07222
 7  36.93526  -121.77194
 7  37.54832  -121.98750
 7  37.00583  -121.56722
 7  37.46361  -122.42750
 7  37.57417  -122.37833
 7  37.15833  -121.97833
 7  37.31916  -122.27306
 7  37.12833  -121.93000
 7  37.27111  -122.30750
 7  37.38527  -122.11305
 7  37.33667  -122.08750
 7  37.37972  -122.13638
 7  37.45388  -122.18111
 7  37.59861  -122.38611
 7  37.05500  -122.03500
 7  37.23638  -121.99138
 7  37.13055  -121.65334
 7  36.80444  -121.78584
 7  37.05111  -122.05750
 7  37.07333  -122.05500
 7  37.44194  -122.14194
 7  37.00417  -122.02167
 7  36.99583  -122.02500
 7  37.25500  -122.38028
 7  37.82444  -122.23055
 7  36.96833  -121.89667
 7  37.26332  -121.87528
 7  37.12667  -121.93833
 7  37.62167  -122.37500
 7  36.67776  -121.65444
 7  37.49638  -122.25750
 7  37.32722  -122.38556
 7  37.33527  -121.89389
 7  37.30867  -121.88867
 7  37.72499  -122.15500
 7  37.68111  -122.12334
 7  37.08500  -121.60917
 7  37.56305  -122.32445
 7  37.34750  -121.96750
 7  37.01667  -122.08333
 7  37.85916  -122.48417
 7  37.02500  -122.03667
 7  37.05111  -122.01361
 7  37.02500  -122.02500
 7  37.04167  -122.03333
 7  37.44333  -122.16667
 7  37.36889  -122.03528
 7  37.43000  -122.25278
 6  37.85027  -122.03111
 6  38.00500  -121.80473
 6  38.04943  -122.15750
 6  36.27028  -121.80639
 6  37.90944  -122.68528
 6  37.04167  -122.14945
 6  38.57888  -122.57861
 6  37.28717  -121.94883
 6  36.47972  -121.73138
 6  36.55500  -121.91833
 6  37.59500  -120.95667
 6  36.57055  -121.51750
 6  37.94110  -121.93472
 6  37.92554  -122.52639
 6  37.21666  -121.73944
 6  37.32305  -122.03111
 6  37.72028  -122.46333
 6  37.82166  -121.99889
 6  36.59333  -121.83388
 6  37.43222  -120.77750
 6  37.83500  -121.95695
 6  37.70222  -121.93472
 6  37.46883  -122.14000
 6  37.91582  -122.31055
 6  37.97722  -122.29417
 6  38.01527  -122.68750
 6  36.65000  -121.78000
 6  37.55867  -122.27000
 6  38.36415  -122.52306
 6  36.50666  -121.44334
 6  36.32083  -121.24277
 6  38.50194  -122.99500
 6  37.25777  -120.99778
 6  37.66888  -122.07972
 6  38.16194  -121.61056
 6  37.34000  -121.97917
 6  36.21276  -121.12500
 6  37.88583  -122.11694
 6  37.68333  -121.70833
 6  37.68193  -121.76694
 6  37.38694  -120.72250
 6  37.05833  -120.84889
 6  37.79750  -121.21500
 6  38.01944  -122.13306
 6  38.65000  -121.38000
 6  37.90611  -122.54389
 6  37.42833  -121.90556
 6  37.41700  -122.04170
 6  37.54222  -122.51500
 6  36.60027  -121.89361
 6  37.83500  -122.12861
 6  37.52750  -122.51222
 6  37.38610  -122.08278
 6  38.29721  -122.28445
 6  37.17611  -121.81973
 6  37.52972  -122.03917
 6  37.31388  -121.01972
 6  38.10749  -122.56861
 6  37.87722  -122.17861
 6  37.61388  -122.48583
 6  38.49611  -121.45778
 6  38.00444  -122.29778
 6  37.66249  -121.87361
 6  37.38417  -122.23417
 6  37.43333  -122.25000
 6  37.93583  -122.34666
 6  38.03305  -122.26583
 6  38.45861  -122.42139
 6  37.97472  -122.56055
 6  37.63055  -122.41000
 6  36.60666  -120.18806
 6  37.26670  -121.91700
 6  37.41300  -122.11700
 6  37.40330  -121.95330
 6  37.22500  -121.76300
 6  37.34200  -121.85800
 6  37.27500  -121.88300
 6  37.30333  -121.97833
 6  37.23833  -121.79083
 6  37.29167  -121.83333
 6  37.32833  -121.93833
 6  37.35833  -121.84750
 6  37.25300  -121.86000
 6  36.84555  -121.53694
 6  37.96200  -122.34400
 6  37.94138  -122.48389
 6  37.97361  -122.53000
 6  37.78000  -121.97694
 6  37.26389  -122.02194
 6  36.61111  -121.85056
 6  36.42472  -121.32528
 6  38.29194  -122.45695
 6  37.65472  -122.40667
 6  37.32777  -120.85056
 6  37.95778  -121.28972
 6  37.72417  -122.47667
 6  37.87362  -122.45555
 6  37.73972  -121.42416
 6  36.79000  -121.32000
 6  37.59583  -122.03050
 6  38.10416  -122.25555
 6  38.11700  -122.26700
 6  37.63083  -121.28611
 6  37.90638  -122.06389
 6  38.01278  -122.64417
 5  38.50528  -122.46917
 5  36.02055  -120.90417
 5  37.42611  -121.97417
 5  37.34694  -120.61111
 5  37.45444  -120.70500
 5  37.75444  -121.36972
 5  38.01500  -121.63944
 5  38.13277  -121.86972
 5  38.34528  -122.97278
 5  38.33332  -123.04694
 5  38.31388  -122.48083
 5  37.93193  -121.69473
 5  38.74166  -122.14694
 5  37.86722  -121.63695
 5  38.42527  -122.95834
 5  38.61722  -121.32722
 5  38.53333  -123.08417
 5  38.09304  -120.13333
 5  37.97805  -122.03000
 5  38.05250  -122.21194
 5  37.71222  -122.48333
 5  36.65916  -119.59278
 5  37.52639  -120.79583
 5  38.25083  -122.96416
 5  36.98611  -120.62556
 5  38.45388  -123.05389
 5  38.54694  -121.69305
 5  37.13499  -120.49111
 5  37.79750  -120.99555
 5  38.69222  -122.01611
 5  38.64471  -121.27111
 5  37.98722  -122.58778
 5  38.24944  -122.03889
 5  37.93000  -120.99917
 5  36.85889  -120.45500
 5  38.47361  -122.88917
 5  37.88416  -121.27000
 5  38.49638  -122.76889
 5  38.35416  -120.58389
 5  39.18082  -120.85472
 5  38.01722  -122.28750
 5  37.62361  -120.75278
 5  37.93444  -121.42611
 5  37.59694  -120.86500
 5  36.20277  -120.10194
 5  38.27861  -122.27944
 5  38.44971  -123.11444
 5  38.41388  -122.54500
 5  36.00833  -119.96083
 5  37.55666  -120.91444
 5  38.79972  -121.71722
 5  37.96888  -121.66695
 5  38.01139  -122.70111
 5  37.93415  -122.53416
 5  37.82277  -121.27556
 5  36.30083  -119.78194
 5  35.94416  -121.08028
 5  38.13028  -121.27139
 5  38.97028  -123.68694
 5  38.16055  -122.89306
 5  37.30222  -120.48194
 5  38.75249  -122.61389
 5  37.63916  -120.99583
 5  38.06166  -122.69750
 5  37.76666  -120.84611
 5  37.99750  -121.71139
 5  38.04082  -122.78694
 5  36.61166  -119.52611
 5  37.47166  -121.12861
 5  38.29972  -122.66556
 5  38.23249  -122.63556
 5  36.84278  -119.78888
 5  38.03583  -121.96445
 5  38.02805  -121.88361
 5  37.29082  -120.31750
 5  37.94805  -122.05972
 5  38.06916  -122.80583
