36.65 35.98 35.6 36.44 35.95
36.06 36.14 35.77 35.91 36.86
35.75 35.85 35.79 35.7 35.55
35.62 35.55 35.59 36.21 35.86
36.56 36.57 36.88 37.29 38.16
37.51 37.86 37.87 38.09 38.11
37.68 37.25 37.7 37.84 37.86
37.73 37.66 37.65 37.95 38.12
37.81 37.58 36.5 36.38 36.25
36.98 36.17 35.83
