1012.9247 403.096
1777.0083 888.123
1838.0339 1015.0997
1878.8749 1039.5927
2481.6826 1352.9835
718.383 375.9941
631.7401 334.4581
801.8661 418.6018
735.2116 287.914
1154.2839 547.3951
876.5714 400.6904
1764.0118 794.5389
2068.5794 915.7697
9284.4995 4295.6186
2157.7747 1100.2988
4633.8555 2245.8073
1647.8309 878.7022
2891.3459 1549.9883
858.4834 439.4936
1838.486 895.5081
2184.5813 930.5125
13488.8435 5902.3522
14344.8849 6251.5703
1316.0113 412.5863
2389.8428 1010.1391
1638.2732 676.1896
2216.2644 977.764
1940.6899 951.6806
1379.2352 736.9193
1567.0501 743.5869
1423.0647 733.3557
1065.1294 502.4058
613.9015 252.2623
768.9418 321.6545
693.1435 291.6735
1390.9177 530.9045
2518.0767 1189.638
3442.1885 1411.2834
5469.6508 2406.801
3989.9445 1806.1112
1602.2479 741.3297
1845.6962 810.3625
1130.9847 523.4552
834.8334 370.7477
1668.7576 680.8997
610.8162 266.662
800.295 290.8383
6002.0118 3229.2542
14232.5562 6795.5831
9018.5843 4535.4971
90422.8598 72263.2803
5371.0198 3108.7509
3812.0485 1667.4697
10601.9181 4315.48
2305.8613 984.0667
1419.8076 617.9243
13460.0686 5375.756
829.9624 367.9264
1581.1184 710.2656
911.3222 390.8075
7047.7517 3202.0705
3719.1758 1386.0485
2037.2439 983.2662
1126.9896 509.8464
671.8734 276.8115
1725.422 736.948
612.0002 239.0994
635.978 280.142
519.3398 206.2769
577.3631 275.9886
1204.9647 617.4669
879.1134 330.7296
1067.9729 429.9163
846.2587 346.4251
1357.343 609.5792
703.1255 328.0058
470.3835 210.7236
328.9238 139.5022
386.3322 174.317
358.9185 205.9977
379.9899 181.47
655.6129 250.8431
676.0079 267.4094
775.6492 393.9724
533.921 233.5275
1453.4607 689.0812
476.697 210.7662
319.2872 154.1676
409.887 189.8903
412.6427 155.5772
1028.6572 493.1236
356.171 135.0888
1187.7665 515.7266
475.3049 189.6088
864.7067 375.2047
519.7178 216.8342
1800.5275 783.8973
597.7107 271.1566
499.9828 206.2436
565.712 208.0476
417.1746 176.2807
490.8414 212.0544
300.1605 149.6057
231.8456 117.387
357.601 124.7335
289.2951 148.5617
391.3462 166.6005
251.9426 121.431
403.4833 158.9092
411.5279 204.6828
443.9644 189.2969
375.1312 156.937
10154.4843 4204.3677
11961.4815 4822.8685
166.5414 72.7351
200.5717 88.8026
573.9108 203.7342
250.5613 119.0203
200.6399 105.4535
286.5685 151.1528
217.1343 107.9218
321.7248 142.2709
366.8244 179.6048
757.565 371.1626
249.8887 113.097
350.0715 151.271
311.1876 135.0753
255.9463 111.0677
209.7723 118.4974
248.9458 118.8706
643.4263 266.8752
445.0958 198.1619
4686.6766 2021.2879
1307.2524 606.4389
865.5733 392.8603
1686.9857 707.0971
423.8456 190.1342
443.9702 193.8841
500.6858 203.4494
706.0361 241.0353
